time_trimmed,Vm,Cai
102132.602540708,28.229351197442,0.000626066319704599
102133.602540708,28.1179018574611,0.000626599441113193
102134.602540708,28.0054509744861,0.000627126264682519
102135.602540708,27.8920100092693,0.000627646819128926
102136.602540708,27.7775900123476,0.000628161132264592
102137.602540708,27.6622016361276,0.000628669231029575
102138.602540708,27.5458551469103,0.000629171141523999
102139.602540708,27.4285604363976,0.000629666889038389
102140.602540708,27.3103270147563,0.000630156498043295
102141.602540708,27.191164062019,0.000630639992304356
102142.602540708,27.0710804192204,0.000631117394867865
102143.602540708,26.9500845887596,0.00063158872806651
102144.602540708,26.8281847447627,0.000632054013545015
102145.602540708,26.7053887453766,0.00063251327228987
102146.602540708,26.5817041433999,0.000632966524656386
102147.602540708,26.457138195135,0.000633413790391866
102148.602540708,26.331697868058,0.000633855088655028
102149.602540708,26.2053898480429,0.000634290438033785
102150.602540708,26.0782205468673,0.000634719856564319
102151.602540708,25.9501961100388,0.000635143361751672
102152.602540708,25.8213224241955,0.000635560970588939
102153.602540708,25.6916051235604,0.000635972699573111
102154.602540708,25.561049595922,0.000636378564719583
102155.602540708,25.4296609889731,0.000636778581578498
102156.602540708,25.2974442169751,0.000637172765252631
102157.602540708,25.1644039668504,0.000637561130413205
102158.602540708,25.0305447032295,0.000637943691311963
102159.602540708,24.8958706731772,0.000638320461792495
102160.602540708,24.7603859115714,0.000638691455304514
102161.602540708,24.6240942469297,0.00063905668492004
102162.602540708,24.4869993064689,0.000639416163346713
102163.602540708,24.3491045198531,0.000639769902936354
102164.602540708,24.2104131226863,0.000640117915693041
102165.602540708,24.0709281610843,0.000640460213285757
102166.602540708,23.9306524970254,0.000640796807064122
102167.602540708,23.7895888127074,0.000641127708070294
102168.602540708,23.6477396130232,0.00064145292704392
102169.602540708,23.5051072276256,0.000641772474426064
102170.602540708,23.3616938147275,0.000642086360370245
102171.602540708,23.2175013664836,0.000642394594759531
102172.602540708,23.0725317132443,0.000642697187219137
102173.602540708,22.9267865247831,0.000642994147117633
